Pyrococcus horikoshii	1VB5
Pyrococcus horikoshii	1VBK
Pyrococcus horikoshii	1VCE
Pyrococcus horikoshii	1VCI
Pyrococcus horikoshii	1VCT
Pyrococcus horikoshii	1VDM
Pyrococcus horikoshii	1VDW
Pyrococcus horikoshii	1VDX
Pyrococcus horikoshii	1VDZ
Pyrococcus horikoshii	1VE3
Pyrococcus horikoshii	1VFF
Pyrococcus horikoshii	1VGJ
Pyrococcus horikoshii	1W2I
Pyrococcus horikoshii	1WKB
Pyrococcus horikoshii	1WL8
Pyrococcus horikoshii	1WLS
Pyrococcus horikoshii	1WMI
Pyrococcus horikoshii	1WMM
Pyrococcus horikoshii	1WN1
Pyrococcus horikoshii	1WN2
Pyrococcus horikoshii	1WNF
Pyrococcus horikoshii	1WNG
Pyrococcus horikoshii	1WNL
Pyrococcus horikoshii	1WNU
Pyrococcus horikoshii	1WPY
Pyrococcus horikoshii	1WQ7
Pyrococcus horikoshii	1WQA
Pyrococcus horikoshii	1WQW
Pyrococcus horikoshii	1WR2
Pyrococcus horikoshii	1WR8
Pyrococcus horikoshii	1WU2
Pyrococcus horikoshii	1WU8
Pyrococcus horikoshii	1WW8
Pyrococcus horikoshii	1WWK
Pyrococcus horikoshii	1WWZ
Pyrococcus horikoshii	1WXO
Pyrococcus horikoshii	1WXQ
Pyrococcus horikoshii	1WY0
Pyrococcus horikoshii	1WY1
Pyrococcus horikoshii	1WY2
Pyrococcus horikoshii	1WY7
Pyrococcus horikoshii	1WZC
Pyrococcus horikoshii	1WZN
Pyrococcus horikoshii	1WZU
Pyrococcus horikoshii	1X01
Pyrococcus horikoshii	1X0M
Pyrococcus horikoshii	1X0T
Pyrococcus horikoshii	1X3L
Pyrococcus horikoshii	1X42
Pyrococcus horikoshii	1X54
Pyrococcus horikoshii	1X55
Pyrococcus horikoshii	1X56
Pyrococcus horikoshii	1XFO
Pyrococcus horikoshii	1Y0R
Pyrococcus horikoshii	1Y0Y
Pyrococcus horikoshii	1Y56
Pyrococcus horikoshii	1YE5
Pyrococcus horikoshii	1ZJJ
Pyrococcus horikoshii	2AS0
Pyrococcus horikoshii	2BJ3
Pyrococcus horikoshii	2BJ7
Pyrococcus horikoshii	2BJ8
Pyrococcus horikoshii	2BKN
Pyrococcus horikoshii	2BKO
Pyrococcus horikoshii	2BKP
Pyrococcus horikoshii	2CQZ
Pyrococcus horikoshii	2CSU
Pyrococcus horikoshii	2CU0
Pyrococcus horikoshii	2CUN
Pyrococcus horikoshii	2CVI
Pyrococcus horikoshii	2CWE
Pyrococcus horikoshii	2CWK
Pyrococcus horikoshii	2CWP
Pyrococcus horikoshii	2CWX
Pyrococcus horikoshii	2CXI
Pyrococcus horikoshii	2CXX
Pyrococcus horikoshii	2CYC
Pyrococcus horikoshii	2CYJ
Pyrococcus horikoshii	2CYY
Pyrococcus horikoshii	2CZ5
Pyrococcus horikoshii	2CZ9
Pyrococcus horikoshii	2CZC
Pyrococcus horikoshii	2CZD
Pyrococcus horikoshii	2CZE
Pyrococcus horikoshii	2CZF
Pyrococcus horikoshii	2CZG
Pyrococcus horikoshii	2CZV
Pyrococcus horikoshii	2CZW
Pyrococcus horikoshii	2D0I
Pyrococcus horikoshii	2D13
Pyrococcus horikoshii	2D16
Pyrococcus horikoshii	2D3K
Pyrococcus horikoshii	2D59
Pyrococcus horikoshii	2D5A
Pyrococcus horikoshii	2D5D
Pyrococcus horikoshii	2D62
Pyrococcus horikoshii	2D69
Pyrococcus horikoshii	2D7J
Pyrococcus horikoshii	2D7U
Pyrococcus horikoshii	2D8A
Pyrococcus horikoshii	2DB0
Pyrococcus horikoshii	2DBB
Pyrococcus horikoshii	2DBQ
Pyrococcus horikoshii	2DBR
Pyrococcus horikoshii	2DBZ
Pyrococcus horikoshii	2DC4
Pyrococcus horikoshii	2DCL
Pyrococcus horikoshii	2DDZ
Pyrococcus horikoshii	2DEC
Pyrococcus horikoshii	2DEI
Pyrococcus horikoshii	2DEJ
Pyrococcus horikoshii	2DEK
Pyrococcus horikoshii	2DEQ
Pyrococcus horikoshii	2DF8
Pyrococcus horikoshii	2DFV
Pyrococcus horikoshii	2DJ6
Pyrococcus horikoshii	2DJZ
Pyrococcus horikoshii	2DKG
Pyrococcus horikoshii	2DLA
Pyrococcus horikoshii	2DM9
Pyrococcus horikoshii	2DMA
Pyrococcus horikoshii	2DPL
Pyrococcus horikoshii	2DQ0
Pyrococcus horikoshii	2DR1
Pyrococcus horikoshii	2DR3
Pyrococcus horikoshii	2DRH
Pyrococcus horikoshii	2DRV
Pyrococcus horikoshii	2DSG
Pyrococcus horikoshii	2DSH
Pyrococcus horikoshii	2DSI
Pyrococcus horikoshii	2DT4
Pyrococcus horikoshii	2DTH
Pyrococcus horikoshii	2DTI
Pyrococcus horikoshii	2DTO
Pyrococcus horikoshii	2DTT
Pyrococcus horikoshii	2DUL
Pyrococcus horikoshii	2DUM
Pyrococcus horikoshii	2DV3
Pyrococcus horikoshii	2DV4
Pyrococcus horikoshii	2DV5
Pyrococcus horikoshii	2DV7
Pyrococcus horikoshii	2DVE
Pyrococcus horikoshii	2DVM
Pyrococcus horikoshii	2DVN
Pyrococcus horikoshii	2DVO
Pyrococcus horikoshii	2DVP
Pyrococcus horikoshii	2DWC
Pyrococcus horikoshii	2DX7
Pyrococcus horikoshii	2DXD
Pyrococcus horikoshii	2DXE
Pyrococcus horikoshii	2DXF
Pyrococcus horikoshii	2DXT
Pyrococcus horikoshii	2DXU
Pyrococcus horikoshii	2DXV
Pyrococcus horikoshii	2DXW
Pyrococcus horikoshii	2DXX
Pyrococcus horikoshii	2DY9
Pyrococcus horikoshii	2DYA
Pyrococcus horikoshii	2DYY
Pyrococcus horikoshii	2DZ9
Pyrococcus horikoshii	2DZC
Pyrococcus horikoshii	2E07
Pyrococcus horikoshii	2E08
Pyrococcus horikoshii	2E10
Pyrococcus horikoshii	2E15
Pyrococcus horikoshii	2E16
Pyrococcus horikoshii	2E17
Pyrococcus horikoshii	2E18
Pyrococcus horikoshii	2E1A
Pyrococcus horikoshii	2E1B
Pyrococcus horikoshii	2E1H
Pyrococcus horikoshii	2E3U
Pyrococcus horikoshii	2E41
Pyrococcus horikoshii	2E4N
Pyrococcus horikoshii	2E4R
Pyrococcus horikoshii	2E5F
Pyrococcus horikoshii	2E5W
Pyrococcus horikoshii	2E5X
Pyrococcus horikoshii	2E64
Pyrococcus horikoshii	2E65
Pyrococcus horikoshii	2E66
Pyrococcus horikoshii	2E6U
Pyrococcus horikoshii	2E7R
Pyrococcus horikoshii	2E87
Pyrococcus horikoshii	2E8G
Pyrococcus horikoshii	2E8H
Pyrococcus horikoshii	2E8Q
Pyrococcus horikoshii	2E8R
Pyrococcus horikoshii	2E8S
Pyrococcus horikoshii	2ED3
Pyrococcus horikoshii	2ED5
Pyrococcus horikoshii	2EEN
Pyrococcus horikoshii	2EEQ
Pyrococcus horikoshii	2EGB
Pyrococcus horikoshii	2EGL
Pyrococcus horikoshii	2EGS
Pyrococcus horikoshii	2EH2
Pyrococcus horikoshii	2EH4
Pyrococcus horikoshii	2EH5
Pyrococcus horikoshii	2EHC
Pyrococcus horikoshii	2EHL
Pyrococcus horikoshii	2EJF
Pyrococcus horikoshii	2EJG
Pyrococcus horikoshii	2EJJ
Pyrococcus horikoshii	2EJK
Pyrococcus horikoshii	2EJT
Pyrococcus horikoshii	2EJU
Pyrococcus horikoshii	2EJZ
Pyrococcus horikoshii	2EK2
Pyrococcus horikoshii	2EK3
Pyrococcus horikoshii	2EK4
Pyrococcus horikoshii	2EK7
Pyrococcus horikoshii	2EKA
Pyrococcus horikoshii	2EKD
Pyrococcus horikoshii	2EKN
Pyrococcus horikoshii	2EL0
Pyrococcus horikoshii	2EL1
Pyrococcus horikoshii	2EL2
Pyrococcus horikoshii	2EL3
Pyrococcus horikoshii	2ELD
Pyrococcus horikoshii	2ELE
Pyrococcus horikoshii	2EMR
Pyrococcus horikoshii	2EMU
Pyrococcus horikoshii	2EN5
Pyrococcus horikoshii	2ENI
Pyrococcus horikoshii	2EQ5
Pyrococcus horikoshii	2EVB
Pyrococcus horikoshii	2FKO
Pyrococcus horikoshii	2FYK
Pyrococcus horikoshii	2G8L
Pyrococcus horikoshii	2GAN
Pyrococcus horikoshii	2GFQ
Pyrococcus horikoshii	2GJU
Pyrococcus horikoshii	2HD9
Pyrococcus horikoshii	2HNI
Pyrococcus horikoshii	2HOQ
Pyrococcus horikoshii	2HOW
Pyrococcus horikoshii	2HQ4
Pyrococcus horikoshii	2HR8
Pyrococcus horikoshii	2HUN
Pyrococcus horikoshii	2HUQ
Pyrococcus horikoshii	2HUT
Pyrococcus horikoshii	2HUV
Pyrococcus horikoshii	2HUX
Pyrococcus horikoshii	2HVB
Pyrococcus horikoshii	2IT1
Pyrococcus horikoshii	2IT2
Pyrococcus horikoshii	2IT3
Pyrococcus horikoshii	2NWL
Pyrococcus horikoshii	2OM6
Pyrococcus horikoshii	2OWF
Pyrococcus horikoshii	2OWG
Pyrococcus horikoshii	2OWK
Pyrococcus horikoshii	2OWU
Pyrococcus horikoshii	2OWV
Pyrococcus horikoshii	2P2X
Pyrococcus horikoshii	2P5C
Pyrococcus horikoshii	2P5F
Pyrococcus horikoshii	2P62
Pyrococcus horikoshii	2P6D
Pyrococcus horikoshii	2P6I
Pyrococcus horikoshii	2P6K
Pyrococcus horikoshii	2P6L
Pyrococcus horikoshii	2P8T
Pyrococcus horikoshii	2P9D
Pyrococcus horikoshii	2P9X
Pyrococcus horikoshii	2PB4
Pyrococcus horikoshii	2PB5
Pyrococcus horikoshii	2PB6
Pyrococcus horikoshii	2PCA
Pyrococcus horikoshii	2PCG
Pyrococcus horikoshii	2PCH
Pyrococcus horikoshii	2PCI
Pyrococcus horikoshii	2PCK
Pyrococcus horikoshii	2PCM
Pyrococcus horikoshii	2PE3
Pyrococcus horikoshii	2PHC
Pyrococcus horikoshii	2R6V
Pyrococcus horikoshii	2W4D
Pyrococcus horikoshii	2WR8
Pyrococcus horikoshii	2WYR
Pyrococcus horikoshii	2WZN
Pyrococcus horikoshii	2X6Q
Pyrococcus horikoshii	2X6R
Pyrococcus horikoshii	2XA1
Pyrococcus horikoshii	2XA2
Pyrococcus horikoshii	2XA9
Pyrococcus horikoshii	2XMP
Pyrococcus horikoshii	2YTZ
Pyrococcus horikoshii	2YV4
Pyrococcus horikoshii	2YX0
Pyrococcus horikoshii	2YX6
Pyrococcus horikoshii	2YXL
Pyrococcus horikoshii	2YY3
Pyrococcus horikoshii	2YY8
Pyrococcus horikoshii	2YZI
Pyrococcus horikoshii	2YZQ
Pyrococcus horikoshii	2Z0T
Pyrococcus horikoshii	2Z4P
Pyrococcus horikoshii	2Z6R
Pyrococcus horikoshii	2Z7C
Pyrococcus horikoshii	2ZAE
Pyrococcus horikoshii	2ZBN
Pyrococcus horikoshii	2ZGW
Pyrococcus horikoshii	2ZKT
Pyrococcus horikoshii	2ZNY
Pyrococcus horikoshii	2ZNZ
Pyrococcus horikoshii	2ZOS
Pyrococcus horikoshii	2ZR2
Pyrococcus horikoshii	2ZSK
Pyrococcus horikoshii	2ZSU
Pyrococcus horikoshii	2ZTI
Pyrococcus horikoshii	2ZTS
Pyrococcus horikoshii	2ZU7
Pyrococcus horikoshii	2ZU8
Pyrococcus horikoshii	2ZU9
Pyrococcus horikoshii	2ZUM
Pyrococcus horikoshii	2ZUN
Pyrococcus horikoshii	2ZZE
Pyrococcus horikoshii	2ZZF
Pyrococcus horikoshii	3A1Y
Pyrococcus horikoshii	3A25
Pyrococcus horikoshii	3A26
Pyrococcus horikoshii	3A4I
Pyrococcus horikoshii	3ABI
Pyrococcus horikoshii	3AF5
Pyrococcus horikoshii	3AOV
Pyrococcus horikoshii	3AOW
Pyrococcus horikoshii	3ATH
Pyrococcus horikoshii	3AV7
Pyrococcus horikoshii	3AXX
Pyrococcus horikoshii	3BPP
Pyrococcus horikoshii	3BS4
Pyrococcus horikoshii	3CG3
Pyrococcus horikoshii	3D79
Pyrococcus horikoshii	3D7A
Pyrococcus horikoshii	3DDD
Pyrococcus horikoshii	3DRW
Pyrococcus horikoshii	3EWM
Pyrococcus horikoshii	3GBU
Pyrococcus horikoshii	3GQU
Pyrococcus horikoshii	3GQX
Pyrococcus horikoshii	3HPD
Pyrococcus horikoshii	3I4L
Pyrococcus horikoshii	3I72
Pyrococcus horikoshii	3I73
Pyrococcus horikoshii	3IGH
Pyrococcus horikoshii	3IH0
Pyrococcus horikoshii	3IKJ
Pyrococcus horikoshii	3K6R
Pyrococcus horikoshii	3KD9
Pyrococcus horikoshii	3LZC
Pyrococcus horikoshii	3LZD
Pyrococcus horikoshii	3M4Y
Pyrococcus horikoshii	3MFY
Pyrococcus horikoshii	3ND8
Pyrococcus horikoshii	3NPG
Pyrococcus horikoshii	3O59
Pyrococcus horikoshii	3P20
Pyrococcus horikoshii	3QG1
Pyrococcus horikoshii	3QHM
Pyrococcus horikoshii	3QHN
Pyrococcus horikoshii	3QHO
Pyrococcus horikoshii	3QIA
Pyrococcus horikoshii	3QJY
Pyrococcus horikoshii	3RFN
Pyrococcus horikoshii	3RHU
Pyrococcus horikoshii	3SDZ
Pyrococcus horikoshii	3SE0
Pyrococcus horikoshii	3TNV
Pyrococcus horikoshii	3U26
Pyrococcus horikoshii	3U4G
Pyrococcus horikoshii	3U54
Pyrococcus horikoshii	3U55
Pyrococcus horikoshii	3VIV
Pyrococcus horikoshii	3VRH
Pyrococcus horikoshii	3VU1
Pyrococcus horikoshii	3VVG
Pyrococcus horikoshii	3W6G
Pyrococcus horikoshii	3W6L
Pyrococcus horikoshii	3W6M
Pyrococcus horikoshii	3WE7
Pyrococcus horikoshii	3WG5
Pyrococcus horikoshii	3WL3
Pyrococcus horikoshii	3WWV
Pyrococcus horikoshii	3WX9
Pyrococcus horikoshii	3WY9
Pyrococcus horikoshii	3WYA
Pyrococcus horikoshii	3ZOC
Pyrococcus horikoshii	3ZOD
Pyrococcus horikoshii	3ZOG
Pyrococcus horikoshii	4DM1
Pyrococcus horikoshii	4DM2
Pyrococcus horikoshii	4DWQ
Pyrococcus horikoshii	4DWR
Pyrococcus horikoshii	4E2T
Pyrococcus horikoshii	4E2U
Pyrococcus horikoshii	4FFD
Pyrococcus horikoshii	4FIQ
Pyrococcus horikoshii	4FX9
Pyrococcus horikoshii	4HXE
Pyrococcus horikoshii	4HXF
Pyrococcus horikoshii	4HXG
Pyrococcus horikoshii	4ISJ
Pyrococcus horikoshii	4ISZ
Pyrococcus horikoshii	4IT0
Pyrococcus horikoshii	4N2P
Pyrococcus horikoshii	4NYO
Pyrococcus horikoshii	4NYP
Pyrococcus horikoshii	4O7L
Pyrococcus horikoshii	4O7N
Pyrococcus horikoshii	4O7R
Pyrococcus horikoshii	4O7S
Pyrococcus horikoshii	4O7T
Pyrococcus horikoshii	4O7V
Pyrococcus horikoshii	4O7W
Pyrococcus horikoshii	4O7Y
Pyrococcus horikoshii	4O7Z
Pyrococcus horikoshii	4O81
Pyrococcus horikoshii	4O82
Pyrococcus horikoshii	4O83
Pyrococcus horikoshii	4O84
Pyrococcus horikoshii	4O86
Pyrococcus horikoshii	4O89
Pyrococcus horikoshii	4R16
Pyrococcus horikoshii	4UZR
Pyrococcus horikoshii	4WJ0
Pyrococcus horikoshii	4XB1
Pyrococcus horikoshii	4XB2
Pyrococcus horikoshii	4YOR
Pyrococcus horikoshii	4YOT
Pyrococcus horikoshii	4YOU
Pyrococcus horikoshii	4ZK6
Pyrococcus horikoshii	5B2E
Pyrococcus horikoshii	5B2F
Pyrococcus horikoshii	5EQT
Pyrococcus horikoshii	5GSL
Pyrococcus horikoshii	5GU8
Pyrococcus horikoshii	5GU9
Pyrococcus horikoshii	5GUA
Pyrococcus horikoshii	5H4G
Pyrococcus horikoshii	5H4H
Pyrococcus horikoshii	5H7J
Pyrococcus horikoshii	5H7K
Pyrococcus horikoshii	5K7X
Pyrococcus horikoshii	5KTM
Pyrococcus horikoshii	5KTN
Pyrococcus horikoshii	5KTO
Pyrococcus horikoshii	5KTP
Pyrococcus horikoshii	5KTR
Pyrococcus horikoshii	5KTS
Pyrococcus horikoshii	5KTT
Pyrococcus horikoshii	5MKO
Pyrococcus horikoshii	5MKP
Pyrococcus horikoshii	5MKQ
Pyrococcus horikoshii	5O0I
Pyrococcus horikoshii	5O0J
Pyrococcus horikoshii	5WU7
Pyrococcus horikoshii	5X09
Pyrococcus horikoshii	5XBQ
Pyrococcus horikoshii	5XBR
Pyrococcus horikoshii	5YFJ
Pyrococcus horikoshii	5YFS
Pyrococcus horikoshii	5YFT
Pyrococcus horikoshii	5YFU
Pyrococcus horikoshii	5YFV
Pyrococcus horikoshii	5YFW
Pyrococcus horikoshii	5YFX
Pyrococcus horikoshii	5YG5
Pyrococcus horikoshii	5YG6
Pyrococcus horikoshii	5YG7
Pyrococcus horikoshii	5YG8
Pyrococcus horikoshii	5YG9
Pyrococcus horikoshii	5YGA
Pyrococcus horikoshii	5ZCY
Pyrococcus horikoshii	5ZVD
Pyrococcus horikoshii	5ZVE
Pyrococcus horikoshii	5ZVG
Pyrococcus horikoshii	5ZVH
Pyrococcus horikoshii	6A34
Pyrococcus horikoshii	6A35
Pyrococcus horikoshii	6BXK
Pyrococcus horikoshii	6BXL
Pyrococcus horikoshii	6ER7
Pyrococcus horikoshii	6EXR
Pyrococcus horikoshii	6F2F
Pyrococcus horikoshii	6F2H
Pyrococcus horikoshii	6HF6
Pyrococcus horikoshii	6IU1
Pyrococcus horikoshii	6K2E
Pyrococcus horikoshii	6M4B
Pyrococcus horikoshii	6NSO
Pyrococcus horikoshii	6NSU
Pyrococcus horikoshii	6OR8
Pyrococcus horikoshii	6ORA
Pyrococcus horikoshii	6Q3T
Pyrococcus horikoshii	6Q7N
Pyrococcus horikoshii	6Q7O
Pyrococcus horikoshii	6Q7P
Pyrococcus horikoshii	6Q7Q
Pyrococcus horikoshii	6Q7R
Pyrococcus horikoshii	6YPA
Pyrococcus horikoshii	7CMC
Pyrococcus horikoshii	7AHK
Methanocaldococcus jannaschii	1A76
Methanocaldococcus jannaschii	1A77
Methanocaldococcus jannaschii	1A79
Methanocaldococcus jannaschii	1B78
Methanocaldococcus jannaschii	1CJS
Methanocaldococcus jannaschii	1D3Y
Methanocaldococcus jannaschii	1DK4
Methanocaldococcus jannaschii	1DUS
Methanocaldococcus jannaschii	1EIF
Methanocaldococcus jannaschii	1EKE
Methanocaldococcus jannaschii	1F3O
Methanocaldococcus jannaschii	1F5S
Methanocaldococcus jannaschii	1F9A
Methanocaldococcus jannaschii	1FBN
Methanocaldococcus jannaschii	1FSZ
Methanocaldococcus jannaschii	1FWK
Methanocaldococcus jannaschii	1FWL
Methanocaldococcus jannaschii	1G0H
Methanocaldococcus jannaschii	1G0I
Methanocaldococcus jannaschii	1G61
Methanocaldococcus jannaschii	1G6H
Methanocaldococcus jannaschii	1G8S
Methanocaldococcus jannaschii	1G9X
Methanocaldococcus jannaschii	1GAJ
Methanocaldococcus jannaschii	1HYE
Methanocaldococcus jannaschii	1HYG
Methanocaldococcus jannaschii	1I2A
Methanocaldococcus jannaschii	1J97
Methanocaldococcus jannaschii	1JEO
Methanocaldococcus jannaschii	1KKH
Methanocaldococcus jannaschii	1KU9
Methanocaldococcus jannaschii	1L2T
Methanocaldococcus jannaschii	1L7M
Methanocaldococcus jannaschii	1L7N
Methanocaldococcus jannaschii	1L7O
Methanocaldococcus jannaschii	1L7P
Methanocaldococcus jannaschii	1LSS
Methanocaldococcus jannaschii	1MJH
Methanocaldococcus jannaschii	1MT1
Methanocaldococcus jannaschii	1N13
Methanocaldococcus jannaschii	1N2M
Methanocaldococcus jannaschii	1NH9
Methanocaldococcus jannaschii	1NVT
Methanocaldococcus jannaschii	1OGH
Methanocaldococcus jannaschii	1PKH
Methanocaldococcus jannaschii	1PKJ
Methanocaldococcus jannaschii	1PKK
Methanocaldococcus jannaschii	1PVW
Methanocaldococcus jannaschii	1PVY
Methanocaldococcus jannaschii	1QWG
Methanocaldococcus jannaschii	1RA4
Methanocaldococcus jannaschii	1S0U
Methanocaldococcus jannaschii	1S3L
Methanocaldococcus jannaschii	1S3M
Methanocaldococcus jannaschii	1S3N
Methanocaldococcus jannaschii	1SHS
Methanocaldococcus jannaschii	1SNN
Methanocaldococcus jannaschii	1T5J
Methanocaldococcus jannaschii	1TUF
Methanocaldococcus jannaschii	1TWI
Methanocaldococcus jannaschii	1U7D
Methanocaldococcus jannaschii	1U9Y
Methanocaldococcus jannaschii	1U9Z
Methanocaldococcus jannaschii	1VIS
Methanocaldococcus jannaschii	1W58
Methanocaldococcus jannaschii	1W59
Methanocaldococcus jannaschii	1W5A
Methanocaldococcus jannaschii	1W5B
Methanocaldococcus jannaschii	1XBI
Methanocaldococcus jannaschii	1XHK
Methanocaldococcus jannaschii	1YF2
Methanocaldococcus jannaschii	1YS4
Methanocaldococcus jannaschii	1ZH0
Methanocaldococcus jannaschii	1ZH6
Methanocaldococcus jannaschii	2AEU
Methanocaldococcus jannaschii	2AEV
Methanocaldococcus jannaschii	2AG6
Methanocaldococcus jannaschii	2APO
Methanocaldococcus jannaschii	2AZN
Methanocaldococcus jannaschii	2B0A
Methanocaldococcus jannaschii	2B0J
Methanocaldococcus jannaschii	2B8M
Methanocaldococcus jannaschii	2B98
Methanocaldococcus jannaschii	2B99
Methanocaldococcus jannaschii	2EB0
Methanocaldococcus jannaschii	2EFV
Methanocaldococcus jannaschii	2EIF
Methanocaldococcus jannaschii	2EJ9
Methanocaldococcus jannaschii	2EKY
Methanocaldococcus jannaschii	2EPI
Methanocaldococcus jannaschii	2F4N
Methanocaldococcus jannaschii	2H6R
Methanocaldococcus jannaschii	2HF8
Methanocaldococcus jannaschii	2HF9
Methanocaldococcus jannaschii	2HGZ
Methanocaldococcus jannaschii	2HMF
Methanocaldococcus jannaschii	2HXB
Methanocaldococcus jannaschii	2HXD
Methanocaldococcus jannaschii	2MJP
Methanocaldococcus jannaschii	2OGF
Methanocaldococcus jannaschii	2OSD
Methanocaldococcus jannaschii	2OSO
Methanocaldococcus jannaschii	2OYN
Methanocaldococcus jannaschii	2P5D
Methanocaldococcus jannaschii	2P9M
Methanocaldococcus jannaschii	2PA6
Methanocaldococcus jannaschii	2PHP
Methanocaldococcus jannaschii	2PKP
Methanocaldococcus jannaschii	2PXH
Methanocaldococcus jannaschii	2PZZ
Methanocaldococcus jannaschii	2QJG
Methanocaldococcus jannaschii	2QJH
Methanocaldococcus jannaschii	2QJI
Methanocaldococcus jannaschii	2QQC
Methanocaldococcus jannaschii	2QQD
Methanocaldococcus jannaschii	2QTD
Methanocaldococcus jannaschii	2QTX
Methanocaldococcus jannaschii	2QV6
Methanocaldococcus jannaschii	2R7K
Methanocaldococcus jannaschii	2R7L
Methanocaldococcus jannaschii	2R7M
Methanocaldococcus jannaschii	2R7N
Methanocaldococcus jannaschii	2VAP
Methanocaldococcus jannaschii	2WJG
Methanocaldococcus jannaschii	2WJH
Methanocaldococcus jannaschii	2WJI
Methanocaldococcus jannaschii	2WJJ
Methanocaldococcus jannaschii	2X06
Methanocaldococcus jannaschii	2YV1
Methanocaldococcus jannaschii	2YWJ
Methanocaldococcus jannaschii	2YWW
Methanocaldococcus jannaschii	2YWX
Methanocaldococcus jannaschii	2YX1
Methanocaldococcus jannaschii	2YX5
Methanocaldococcus jannaschii	2YXD
Methanocaldococcus jannaschii	2YXE
Methanocaldococcus jannaschii	2YXG
Methanocaldococcus jannaschii	2YYY
Methanocaldococcus jannaschii	2YZL
Methanocaldococcus jannaschii	2YZR
Methanocaldococcus jannaschii	2Z02
Methanocaldococcus jannaschii	2Z2U
Methanocaldococcus jannaschii	2ZP1
Methanocaldococcus jannaschii	2ZV3
Methanocaldococcus jannaschii	3A27
Methanocaldococcus jannaschii	3A4L
Methanocaldococcus jannaschii	3A4M
Methanocaldococcus jannaschii	3A4N
Methanocaldococcus jannaschii	3A4T
Methanocaldococcus jannaschii	3AI9
Methanocaldococcus jannaschii	3AIA
Methanocaldococcus jannaschii	3AJD
Methanocaldococcus jannaschii	3AUX
Methanocaldococcus jannaschii	3AUY
Methanocaldococcus jannaschii	3BBD
Methanocaldococcus jannaschii	3BBE
Methanocaldococcus jannaschii	3BBH
Methanocaldococcus jannaschii	3BJO
Methanocaldococcus jannaschii	3BPQ
Methanocaldococcus jannaschii	3C1M
Methanocaldococcus jannaschii	3C1N
Methanocaldococcus jannaschii	3C20
Methanocaldococcus jannaschii	3CFZ
Methanocaldococcus jannaschii	3CPQ
Methanocaldococcus jannaschii	3D6U
Methanocaldococcus jannaschii	3D6V
Methanocaldococcus jannaschii	3D7I
Methanocaldococcus jannaschii	3DAF
Methanocaldococcus jannaschii	3DAG
Methanocaldococcus jannaschii	3DM3
Methanocaldococcus jannaschii	3EN9
Methanocaldococcus jannaschii	3EO4
Methanocaldococcus jannaschii	3EWG
Methanocaldococcus jannaschii	3F46
Methanocaldococcus jannaschii	3F47
Methanocaldococcus jannaschii	3F9T
Methanocaldococcus jannaschii	3FHF
Methanocaldococcus jannaschii	3FYC
Methanocaldococcus jannaschii	3FYD
Methanocaldococcus jannaschii	3GF0
Methanocaldococcus jannaschii	3GIA
Methanocaldococcus jannaschii	3GMI
Methanocaldococcus jannaschii	3GRR
Methanocaldococcus jannaschii	3GRU
Methanocaldococcus jannaschii	3GRV
Methanocaldococcus jannaschii	3GRY
Methanocaldococcus jannaschii	3H43
Methanocaldococcus jannaschii	3H65
Methanocaldococcus jannaschii	3H92
Methanocaldococcus jannaschii	3I8O
Methanocaldococcus jannaschii	3IXQ
Methanocaldococcus jannaschii	3JSY
